college_institution_id,name,university_id,district_code,state_code,city,autonomous,girl_exclusive,infrastructure_id,is_accredited,offers_scholarship,offers_loan,accreditation_id,accreditation_body,score,max_score,has_score,Total_Students,courses,c_Agriculture,c_Area_Studies,c_Arts,c_Commerce,c_Criminology_&_Forensic_Science,c_Cultural_Studies,c_Defence_Studies,c_Design,c_Disability_Studies,c_Education,c_Engineering_&_Technology,c_Fashion_Technology,c_Fine_Arts,c_Fisheries_Science,c_Foreign_Language,c_Gandhian_Studies,c_Home_Science,c_IT_&_Computer,c_Indian_Language,c_Journalism_&_Mass_Communication,c_Law,c_Library_&_Information_Science,c_Linguistics,c_Management,c_Marine_Science_/_Oceanography,c_Medical_Science,c_Oriental_Learning,c_Physical_Education,c_Religious_Studies,c_Science,c_Social_Science,c_Social_Work,c_Veterinary_&_Animal_Sciences,c_Women_Studies
1208,"Ashok and Rita Patel Institute of Integrated Studies and Research in Biotechnology and Applied Sciences, New Vallabh Vidyanagar",148,482,24,"Vallabh Vidyanagar, Ta: Anand, Dist: Anand",False,False,159624,True,True,True,24118,NAAC,3.01,4,True,454,Bio-Technology Microbiology Chemistry Bio-Technology Genetics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1208,"Ashok and Rita Patel Institute of Integrated Studies and Research in Biotechnology and Applied Sciences, New Vallabh Vidyanagar",148,482,24,"Vallabh Vidyanagar, Ta: Anand, Dist: Anand",False,False,159624,True,True,True,24119,AAA,3.4,4,True,454,Bio-Technology Microbiology Chemistry Bio-Technology Genetics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1210,"Shri Vitthalbhai Z Patel Commerce College, Anand",148,482,24,ANAND-388001,False,False,156373,True,False,False,23611,NAAC,2.1,4,True,480,Commerce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,"Anand Institute of Social Work, Anand",148,482,24,"ANAND, 388001",False,False,163112,True,False,False,24635,NAAC,1.67,4,True,339,Human Resource Management Social Work Social Work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
724,J.J.KUNDALIYA GRADUATE TEACHER'S COLLEGE-RAJKOT,151,476,24,RAJKOT,False,False,161314,True,True,False,24351,NAAC,2.02,4,True,49,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,J.J.KUNDALIYA GRADUATE TEACHER'S COLLEGE-RAJKOT,151,476,24,RAJKOT,False,False,161314,True,True,False,24352,AAA,,,False,49,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,INSTITUTE OF LANGUAGE TEACHING-JAMNAGAR,151,477,24,jamnagar,False,False,162777,True,True,False,24584,AAA,55,100,True,96,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,"V.M.MEHTA MUNI.MUNI. ARTS & COMM. COLLEGE, JAMNAGAR",151,477,24,Jamnagar,False,False,156405,True,True,False,23620,NAAC,3,4,True,1164,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,H. & H.B. KOTAK  INSTITUTE OF SCIENCE RAJKOT,151,476,24,RAJKOT - 360001,False,False,158434,True,True,False,23942,NAAC,3.12,4,True,1040,Science Computer Application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
733,DARBAR GOPLDAS SHIKSHAN MAHAVIDHYALAYA-ALIABADA,151,477,24,Jamnagar,False,False,155878,True,False,False,23497,AAA,919,999,True,50,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,DARBAR GOPLDAS SHIKSHAN MAHAVIDHYALAYA-ALIABADA,151,477,24,Jamnagar,False,False,155878,True,False,False,23496,NAAC,2.43,4,True,50,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,V.D.GARDI LAW COLLEGE-WADHWAN,151,475,24,WADHWAN-363030,False,False,167950,True,True,True,25376,NAAC,2,4,True,330,Law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
741,V.D.GARDI LAW COLLEGE-WADHWAN,151,475,24,WADHWAN-363030,False,False,167950,True,True,True,25377,AAA,3,5,True,330,Law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
746,"SHREE K.O. SHAH MUNI. ARTS & COMMERCE COLLEGE, DHORAJI",151,476,24,DHORAJI-360410,False,False,154575,True,True,False,23266,NAAC,2.09,4,True,669,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,"SHREE K.O. SHAH MUNI. ARTS & COMMERCE COLLEGE, DHORAJI",151,476,24,DHORAJI-360410,False,False,154575,True,True,False,23267,KCG-GANDHINAGAR,2,4,True,669,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,"KABARIYA ARTS, VAGHASIYA COMMERCE & BHAGAT SCIENCE MAHILA COLLEGE-AMRELI",151,480,24,Amreli,False,True,154946,True,True,False,23329,NAAC,2.17,4,True,1508,Science Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
749,"R.P.BHALODIYA MAHILA ARTS, COMM.  & HOMESCI. COLLEGE-UPLETA",151,476,24,UPLETA - 360 490,False,True,156242,True,True,False,23587,AAA (Govt. Of Gujarat),7.85,10,True,943,Commerce Arts Home Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,"R.P.BHALODIYA MAHILA ARTS, COMM.  & HOMESCI. COLLEGE-UPLETA",151,476,24,UPLETA - 360 490,False,True,156242,True,True,False,23586,NAAC,3.2,4,True,943,Commerce Arts Home Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,BAHUDDIN GOVT. ARTS COLLEGE JUNAGADH,783,479,24,junagadh,False,False,163080,True,True,False,24628,NAAC,3,4,True,507,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,SHRI D.V.RAVAL ARTS & COMM. COLLEGE-HALVAD,151,475,24,HALVAD,False,False,154355,True,True,False,23222,NAAC,2.18,4,True,815,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,DR.SUBHASH MAHILA COLLEGE OF EDUCATION COLLEGE JUNAGADH,783,479,24,JUNAGADH-362001,True,True,154978,True,True,False,23333,NAAC,2.28,4,True,50,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,GARDI ARTS & COMMERCE COLLERE-MALIAHATINA,783,479,24,Maliya Hatina,False,False,159559,True,True,False,24101,NAAC,2.11,4,True,1121,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,"ARTS & COMMERCE COLLEGE, MENDARDA",783,479,24,Mendarda-362260,False,False,161522,True,True,True,24398,NAAC,2.12,4,True,3343,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,"M.M.SCIENCE COLLEGE, MORBI",151,476,24,Morbi-363642,False,False,155810,True,True,False,23481,AAA-Gujarat,41.4,100,True,945,Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
800,"M.M.SCIENCE COLLEGE, MORBI",151,476,24,Morbi-363642,False,False,155810,True,True,False,23480,NAAC,2.11,4,True,945,Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
807,M.P. SHAH COMMERCE COLLEGE -SURENDRANAGAR,151,475,24,SURENDRANAGAR - 363002,False,False,154591,True,True,False,23273,NAAC,2.27,4,True,2117,Commerce Commerce Commerce Business Administration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
810,"SMT. V.D. GHELANI MAHILA ARTS COLLEGE, SAVARKUNDLA",151,480,24,SAVARKUNDLA,False,True,165007,True,True,False,24893,NAAC,2.5,4,True,359,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,"SMT. V.D. GHELANI MAHILA ARTS COLLEGE, SAVARKUNDLA",151,480,24,SAVARKUNDLA,False,True,165007,True,True,False,24892,AAA,7,10,True,359,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,"SMT. J.A. PATEL MAHILA COLLEGE, MORBI",151,476,24,MORBI,False,True,167829,True,True,False,25350,NAAC,2.33,4,True,1119,Commerce Arts Home Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,"MAHILA ARTS COLLEGE , DHORAJI",151,476,24,DHORAJI,False,True,155444,True,True,False,23398,NAAC,1.89,4,True,144,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Smt. Sadguna C.U.Shah Home Science and C.U.Shah Arts & Commerce Mahila College,151,475,24,Wadhwan 363030,False,True,154579,True,True,True,23268,NAAC,2.5,4,True,1230,Commerce Arts Home Science Home Science Home Science Home Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Smt. Sadguna C.U.Shah Home Science and C.U.Shah Arts & Commerce Mahila College,151,475,24,Wadhwan 363030,False,True,154579,True,True,True,23269,AAA,5,5,True,1230,Commerce Arts Home Science Home Science Home Science Home Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,K.K.PAREKH COMM.. COLLEGE -AMRELI,151,480,24,AMRELI  365601,False,False,155461,True,False,False,23406,NAAC,2.73,4,True,4992,Commerce Commerce Business Management Business Administration Computer Application,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
832,J.J.KUNDALIYA COMMERCE COLLEGE-RAJKOT,151,476,24,Rajkot - 360001,False,False,161778,True,True,False,24441,AAA,766,800,True,1914,Commerce Business Administration Computer Application Computer Application,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
832,J.J.KUNDALIYA COMMERCE COLLEGE-RAJKOT,151,476,24,Rajkot - 360001,False,False,161778,True,True,False,24440,NAAC,2.69,4,True,1914,Commerce Business Administration Computer Application Computer Application,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
833,"M.P.SHAH ARTS & SCIENCE COLLEGE, SURENDRANAGAR",151,475,24,0,False,False,162785,True,True,False,24585,NAAC,2.42,4,True,4990,Science Science Science Science Arts Arts Arts Arts Arts Arts Arts Arts Arts English Hindi Area Studies,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
834,M.V.MAHILA SCIENCE & HOMESCI.COLLEGE-RAJKOT,151,476,24,RAJKOT,False,True,162453,True,True,False,24525,NAAC,3.04,4,True,636,Science Home Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
834,M.V.MAHILA SCIENCE & HOMESCI.COLLEGE-RAJKOT,151,476,24,RAJKOT,False,True,162453,True,True,False,24526,KCG-GUJARAT,8.65,10,True,636,Science Home Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
838,P.D.M. COMMERCE COLLEGE-RAJKOT,151,476,24,RAJKOT,False,False,155455,True,True,False,23403,NAAC,3.34,4,True,4251,Commerce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,"SMT.S.S.AJMERA LAW COLLEGE, GONDAL",151,476,24,Gondal,False,False,173471,True,False,False,26338,NAAC,1.55,4,True,468,Law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
848,"R.P.BHALODIYA COMMERCE, MANAGEMTNT & COMPUTER COLLEGE-RAJKOT",151,476,24,RAJKOT,False,False,154793,True,False,False,23313,NAAC,2,4,True,1173,Commerce Business Administration Computer Application,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
829,MAHILA ARTS & COMMERCE COLLEGE-VERAVAL,783,479,24,Veraval,False,True,157548,True,True,False,23792,NAAC,1.84,4,True,2152,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,"MUNI.MAHILA ARTS & COMM. & HOMESCI COLLEGE, GONDAL",151,476,24,GONDAL 360311,False,True,167916,True,True,False,25370,NAAC,1.63,4,True,2213,Commerce Arts Nutrition,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,"S.S.P.JAIN ARTS & COMM.COLLEGE-NARSHIPARA, DHANGADHRA",151,475,24,Dhrangadhra,False,False,158030,True,True,False,23866,NAAC,2.24,4,True,1259,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,M.T.DHAMSANIYA COMMERCE & B.B.A. COLLEGE-RAJKOT,151,476,24,Rajkot,False,False,156655,True,True,False,23661,NAAC,1.84,4,True,801,Commerce Business Administration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,SHRI M.P. VORA COMMERCE COLLEGE-WADHWANCITY,151,475,24,WADHWAN CITY - 353035,False,False,169571,True,True,False,25647,NAAC,1.67,4,True,401,Commerce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,"SHREE D.D.KOTHIWAL MUNI. LAW COLLEGE, PORBANDAR",783,478,24,PORBANDAR,False,False,155864,True,True,False,23494,NAAC,2.05,4,True,338,Law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
812,SHREE DEVMANI ARTS & COMMERCE COLLEGE-VISAVDAR,783,479,24,VISAVADAR-362130,False,False,155583,True,True,False,23428,NAAC,1.66,4,True,739,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,SHRI M.M.GHODASARA MAHILA ARTS & COMM.COLLEGE-JUNAGADH,783,479,24,JUNAGADH,False,True,154827,True,True,False,23317,NAAC,2.1,4,True,1746,Commerce Arts Computer Application,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,S.M.JADEJA ARTS & COMMERCE COLLEGE-KUTIYANA (PORBANDAR),783,478,24,KUTIYANA - 362650,False,False,161422,True,False,False,24369,NAAC,1.91,4,True,1773,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,KAMANI SCIENCE & PRATAPRAI ARTS COLLEGE-AMRELI,151,480,24,AMRELI TA-AMRELI - 365601,False,False,154530,True,True,False,23254,NAAC,3,4,True,2493,Other Science Science Arts Computer Application,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
879,M.M.SHAH COLLEGE OF EDUCATION -WADHWANCITY,151,475,24,WADHWANCITY,False,False,155691,True,True,False,23452,NAAC,2.7,4,True,46,Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,SIDDI VINAYAK COMMERCE & B.B.A.COLLEGE-JAMNAGAR,151,477,24,JAMNAGAR - 361008,True,False,163025,True,False,False,24616,NAAC,2.15,4,True,1077,Other Science Commerce Business Administration Computer Application,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
894,SADGURU MAHILA HOMESCI.& M.J.K.ENG. MEDIUM MAHILA COMMERCE & B.B.A. COLLEGE-RAJKOT,151,476,24,Rajkot,False,True,167116,True,True,False,25230,NAAC,2.16,4,True,3855,Commerce Commerce Business Administration Home Science,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
899,G.M.BILKHIYA COLLEGE OF ARTS-VANDA,151,480,24,VANDA,False,False,156000,True,True,False,23525,NAAC,1.91,4,True,196,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,"CHRIST COLELGE, RAJKOT (ARTS, CIENCE, COMMERCE)",151,476,24,Rajkot,False,False,167054,True,True,False,25217,NAAC,2.89,4,True,1324,Science Commerce Arts Business Administration Computer Application,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
913,"M.B.ARTS & COMMRGE COLLEGE, GONDAL",151,476,24,GONDAL TAL - GONDAL,False,False,162968,True,True,False,24602,NAAC,2.704,4,True,1593,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,"M.B.ARTS & COMMRGE COLLEGE, GONDAL",151,476,24,GONDAL TAL - GONDAL,False,False,162968,True,True,False,24603,AAA-Gujarat,,,False,1593,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26211,"Aditi Vikas Ayurved  Nursing Training Centre, Sikar",418,111,8,Sikar,False,False,190618,True,True,False,29428,NAAC,4,4,True,78,Ayurveda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9372,Moirang College,337,275,14,Moirang,False,False,199313,True,False,False,30701,NAAC,2.07,4,True,1074,Science Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
922,G.J.SHETH COMMERCE COLLEGE MORBI,151,476,24,Morbi-2,False,False,159954,True,True,False,24156,NAAC,2.12,4,True,469,Commerce,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,"MATUSHRI VIRBAIMA MAHILA ARTS COLLEGE, RAJKOT",151,476,24,RAJKOT,False,True,157222,True,True,False,23747,KCG - GUJARAT,3.05,10,True,722,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,"MATUSHRI VIRBAIMA MAHILA ARTS COLLEGE, RAJKOT",151,476,24,RAJKOT,False,True,157222,True,True,False,23746,NAAC,3.15,4,True,722,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,SAKHIDA ARTS GADDIWALA COMM.& HOMESCI.COLLEGE-LIMBDI,151,475,24,LIMBDI,False,False,165852,True,True,False,25012,KCG,586.5,999,True,1244,Commerce Commerce Arts Home Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,SAKHIDA ARTS GADDIWALA COMM.& HOMESCI.COLLEGE-LIMBDI,151,475,24,LIMBDI,False,False,165852,True,True,False,25011,NAAC,2.11,4,True,1244,Commerce Commerce Arts Home Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,B.ED.COLLEGE-BHUTVAD (TA.DHORAJI),151,476,24,BHUTVAD 360410,True,False,156028,True,True,False,23529,NAAC,2.05,4,True,116,Education Education,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,RAJKOT HOMOEOPATHY MEDICAL COLLEGE-RAJKOT,151,476,24,Rajkot,True,False,170573,True,True,False,25817,NAAC,2.07,4,True,401,Homeopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
954,"A.K.DOSHI MAHILA ARTS, COMM. &. HOMESCI.  COLLEGE-JAMNAGAR",151,477,24,JAMNAGAR-361008,False,True,157549,True,True,False,23793,NAAC,3,4,True,2224,Commerce Arts Home Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,A.M.P. LAW COLLEGE-RAJKOT,151,476,24,Rajkot,False,False,166088,True,True,False,25054,NAAC,1.85,4,True,642,Law Law,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
928,"SHRI H.N.DOSHI ARTS & R.N.DOSHI COMMERCE COLLEGE, WANKANER",151,672,24,WANKANER,False,False,160029,True,True,False,24172,NAAC,2.8,4,True,1291,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,J.J.C. EDU. COMMERCE COLLEGE -JUNAGADH,783,479,24,JUNAGADH-362001,False,False,165942,True,True,False,25026,NAAC,2.07,4,True,1246,Commerce Business Administration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
944,J.J.C. EDU. COMMERCE COLLEGE -JUNAGADH,783,479,24,JUNAGADH-362001,False,False,165942,True,True,False,25027,AAA,7.65,10,True,1246,Commerce Business Administration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
946,K.H.MADHWANI ARTS & COMMERCE COLLEGE -PORBANDAR,783,478,24,PORBANDAR,False,False,155273,True,True,False,23368,NAAC,3,4,True,868,Education Commerce Commerce Arts Business Administration,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
901,U.K.VACHHANI MAHILA ARTS & HOMESCI. COLLEGE-KESHOD,783,479,24,Keshod,False,True,169082,True,True,False,25553,NAAC,2.34,4,True,543,Commerce Arts Home Science Home Science Home Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,MINABEN KUNDALIYA MAHILA ARTS COMM. COLLEGE-RAJKOT,151,476,24,RAJKOT,False,True,168989,True,True,False,25544,NAAC,2,4,True,2137,Commerce Arts Computer Application Computer Application,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,U.N.MEHTA ARTS COLLEGE-MORBI,151,476,24,MORBI,False,False,155143,True,True,False,23350,NAAC,2.17,4,True,375,Other Indian Languages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,YOGIJI MAHARAJ MAHAVIDYALAY MAHILA ARTS & COMM.COLLEGE-DHARI,151,480,24,dhari-365640,False,True,155733,True,True,False,23461,NAAC,2.61,4,True,519,Commerce Arts Computer Application,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,"MATUSHREE MONGHIBA MAHILA ARTS COLLEGE, AMRELI",151,480,24,AMRELI,False,True,155647,True,True,False,23443,NAAC,2.08,4,True,298,Arts,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,SHREE K.P. DHOLAKIYA INFOTECH MAHILA COLLEGE-AMRELI,151,480,24,Amreli,False,True,154950,True,True,False,23330,NAAC,1.87,4,True,553,Computer Science Computer Application,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,S.H.GARDI ARTS & C.R.GARDI COMM.COLLEGE-DHROL,151,477,24,Dhrol - 361210,False,False,155642,True,True,False,23441,NAAC,2.15,4,True,949,Commerce Arts,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,"VIRANI SCI. & SHRI YOGIJI MAHARAJ ARTS, COMMERCE & SCIENCE - RAJKOT",151,476,24,"Rajkot, Tehsil - Rajkot, Pin - 360005",True,False,156901,True,True,False,23692,AAA - Govt. of Gujarat,97.6,100,True,2626,Education Education Education Education Science Bio-Technology Chemistry Other Science Microbiology Environmental Science Bio-Science Commerce Computer Application Information Technology Information Technology,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
